Name,Direct downloads,Indirect downloads,Total
myvariant,0,0,0
oposSOM,0,0,0
SIFT,0,0,0
dks,0,0,0
topGO,0,0,0
iontree,0,0,0
GSCA,0,0,0
graphics,0,0,0
hgu133plus2hsentrezg.db,0,0,0
miRNAtap.db,0,0,0
choroplethrZip,0,0,0
CopywriteR,0,0,0
datacamp,0,0,0
CINdex,0,0,0
CNVPanelizer,0,0,0
clst,0,0,0
OLIN,0,0,0
phyext,0,0,0
myvariant,0,0,0
NTW,0,0,0
rateratio,0,0,0
SomatiCAData,0,0,0
yeastNagalakshmi,0,0,0
iontree,0,0,0
consensusSeekeR,0,0,0
d3treeR,0,0,0
MultiMed,0,0,0
miRNAtap.db,0,0,0
fundManageR,0,0,0
human610quadv1bCrlmm,0,0,0
Homo,0,0,0
yeastNagalakshmi,0,0,0
r2pmml,0,0,0
lumiBarnes,0,0,0
CNAnorm,0,0,0
ddCt,0,0,0
a4Preproc,0,0,0
preprocessCore,0,0,0
RmiR.Hs.miRNA,0,0,0
sapFinder,0,0,0
SNPRelate,0,0,0
CINdex,0,0,0
DynDoc,0,0,0
sizepower,0,0,0
derfinder,0,0,0
FANTOM3and4CAGE,0,0,0
viper,0,0,0
pcaGoPromoter,0,0,0
CNVPanelizer,0,0,0
tabulizerjars,0,0,0
flowAI,0,0,0
lme4.0,0,0,0
myvariant,0,0,0
NTW,0,0,0
JunctionSeq,0,0,0
org.MeSH.Aca.db,0,0,0
oposSOM,0,0,0
BrowserVizDemo,0,0,0
AnnotationHubServer,0,0,0
ALLMLL,0,0,0
affy,0,0,0
org.MeSH.Aca.db,0,0,0
PSICQUIC,0,0,0
oposSOM,0,0,0
consensusSeekeR,0,0,0
categoryCompare,0,0,0
d3treeR,0,0,0
DiffBind,0,0,0
iontree,0,0,0
fSeries,0,0,0
DESeq,0,0,0
RDataTracker,0,0,0
MultiMed,0,0,0
QUBICdata,0,0,0
RNAseqData,0,0,0
shinyTANDEM,0,0,0
miRNAtap.db,0,0,0
fSeries,0,0,0
iontree,0,0,0
GeneExpressionSignature,0,0,0
ElastH,0,0,0
SSPA,0,0,0
miRNAtap.db,0,0,0
QUBICdata,0,0,0
RNAseqData,0,0,0
genoCN,0,0,0
Harman,0,0,0
ArrayTV,0,0,0
CompGO,0,0,0
GenomicAlignments,0,0,0
KEGGdzPathwaysGEO,0,0,0
argufy,0,0,0
AnnotationDbi,0,0,0
TxDb.Rnorvegicus.UCSC.rn4.ensGene,0,0,0
RMassBankData,0,0,0
pool,0,0,0
RedeR,0,0,0
geneRxCluster,0,0,0
gmapR,0,0,0
BSgenome.Mmusculus.UCSC.mm9.masked,0,0,0
hugene10sttranscriptcluster.db,0,0,0
pool,0,0,0
RedeR,0,0,0
gdeltr2,0,0,0
girafe,0,0,0
hom.Sc.inp.db,0,0,0
AWR.jars,0,0,0
JSTORr,0,0,0
metabomxtr,0,0,0
stjudem,0,0,0
TCGAMethylation450k,0,0,0
affyILM,0,0,0
stjudem,0,0,0
TCGAMethylation450k,0,0,0
XtraSNPlocs.Hsapiens.dbSNP141.GRCh38,0,0,0
mdqc,0,0,0
mitoODE,0,0,0
operator,0,0,0
RExcelInstaller,0,0,0
STAN,0,0,0
argufy,0,0,0
BiocParallel,0,0,0
gage,0,0,0
hapmapsnp5,0,0,0
MassSpecWavelet,0,0,0
namedata,0,0,0
bsseqData,0,0,0
TSSi,0,0,0
PFAM.db,0,0,0
qcmetrics,0,0,0
SPIA,0,0,0
dupRadar,0,0,0
bsseqData,0,0,0
hapmapsnp5,0,0,0
MassSpecWavelet,0,0,0
sincell,0,0,0
metahdep,0,0,0
syslibGTK,0,0,0
vadr,0,0,0
SNPlocs.Hsapiens.dbSNP144.GRCh37,0,0,0
white,0,0,0
SNPlocs.Hsapiens.dbSNP144.GRCh37,0,0,0
white,0,0,0
biovizBase,0,0,0
cancerclass,0,0,0
EBSeqHMM,0,0,0
FGNet,0,0,0
CopyhelpeR,0,0,0
data,0,0,0
mouse4302.db,0,0,0
qpcrNorm,0,0,0
GenomicAlignments,0,0,0
cancerclass,0,0,0
CopyhelpeR,0,0,0
splicegear,0,0,0
BufferedMatrixMethods,0,0,0
RBioinf,0,0,0
seqplots,0,0,0
KEGGdzPathwaysGEO,0,0,0
bgx,0,0,0
MVCClass,0,0,0
splicegear,0,0,0
KEGGdzPathwaysGEO,0,0,0
explorase,0,0,0
ggplot2bdc,0,0,0
hiReadsProcessor,0,0,0
IlluminaDataTestFiles,0,0,0
DNABarcodes,0,0,0
CNTools,0,0,0
spacemakeR,0,0,0
XDE,0,0,0
ggplot2bdc,0,0,0
CNTools,0,0,0
NetSAM,0,0,0
Clonality,0,0,0
iBBiG,0,0,0
loggr,0,0,0
maxygen,0,0,0
HTShape,0,0,0
kimod,0,0,0
MAQCsubsetAFX,0,0,0
ggplot2bdc,0,0,0
CNTools,0,0,0
hiReadsProcessor,0,0,0
IlluminaDataTestFiles,0,0,0
Clonality,0,0,0
hgfocus,0,0,0
lapmix,0,0,0
eisa,0,0,0
affyILM,0,0,0
DBChIP,0,0,0
Rlibstree,0,0,0
mAPKLData,0,0,0
RUVnormalize,0,0,0
stats4,0,0,0
leeBamViews,0,0,0
eisa,0,0,0
shinyMethylData,0,0,0
artyfarty,0,0,0
mirna10cdf,0,0,0
datasets,0,0,0
rHighcharts,0,0,0
plateCore,0,0,0
Rnits,0,0,0
BSgenome.Celegans.UCSC.ce2,0,0,0
argufy,0,0,0
BiocParallel,0,0,0
AnnotationDbi,0,0,0
loggr,0,0,0
maxygen,0,0,0
iBBiG,0,0,0
maxygen,0,0,0
RIPSeeker,0,0,0
HTShape,0,0,0
kimod,0,0,0
MAQCsubsetAFX,0,0,0
BSgenome.Celegans.UCSC.ce2,0,0,0
RTCGA.RPPA,0,0,0
stephStyle,0,0,0
ImmuneSpaceR,0,0,0
cellHTS2,0,0,0
stephStyle,0,0,0
ImmuneSpaceR,0,0,0
DBChIP,0,0,0
gage,0,0,0
idiogram,0,0,0
FunciSNP.data,0,0,0
survnnet,0,0,0
goTools,0,0,0
TxDb.Hsapiens.UCSC.hg19.knownGene,0,0,0
EnsDb,0,0,0
MeasurementError.cor,0,0,0
nlcv,0,0,0
BUS,0,0,0
FDb.UCSC.tRNAs,0,0,0
DO,0,0,0
flowClean,0,0,0
BatchQC,0,0,0
puma,0,0,0
ropls,0,0,0
visdat,0,0,0
EnsDb,0,0,0
GSRI,0,0,0
hom,0,0,0
org.Bt.eg.db,0,0,0
pd.hg18.60mer.expr,0,0,0
flowWorkspace,0,0,0
Rsocp,0,0,0
openWAR,0,0,0
BatchQC,0,0,0
lambda,0,0,0
omicade4,0,0,0
lambda,0,0,0
seq2pathway.data,0,0,0
BatchQC,0,0,0
maskBAD,0,0,0
MAIT,0,0,0
gtexAdipl,0,0,0
Mus,0,0,0
org.Mmu.eg.db,0,0,0
rtracklayer,0,0,0
seq2pathway.data,0,0,0
gtexAdipl,0,0,0
MAIT,0,0,0
Mus,0,0,0
org.Mmu.eg.db,0,0,0
rtracklayer,0,0,0
flagme,0,0,0
MeasurementError.cor,0,0,0
STARSEQ,0,0,0
nlcv,0,0,0
MCRestimate,0,0,0
newsflash,0,0,0
breastCancerUNT,0,0,0
birte,0,0,0
chromPlot,0,0,0
SuperCurve,0,0,0
genomeIntervals,0,0,0
cghMCR,0,0,0
BGmix,0,0,0
kebabs,0,0,0
pcaMethods,0,0,0
Prostar,0,0,0
RCy3,0,0,0
genomeIntervals,0,0,0
SuperCurve,0,0,0
chromPlot,0,0,0
mgsa,0,0,0
AmpAffyExample,0,0,0
BGmix,0,0,0
cghMCR,0,0,0
NetPathMiner,0,0,0
widgetTools,0,0,0
survnnet,0,0,0
TxDb.Hsapiens.UCSC.hg19.knownGene,0,0,0
slipper,0,0,0
Rsocp,0,0,0
ChemmineOB,0,0,0
CNORfeeder,0,0,0
GOFunction,0,0,0
BUS,0,0,0
dirdf,0,0,0
DFP,0,0,0
CexoR,0,0,0
lambda,0,0,0
minfi,0,0,0
omicade4,0,0,0
maskBAD,0,0,0
MAIT,0,0,0
Mus,0,0,0
org.Mmu.eg.db,0,0,0
HiTC,0,0,0
illuminaHumanv3.db,0,0,0
meme,0,0,0
or,0,0,0
pcaMethods,0,0,0
Prostar,0,0,0
contiBAIT,0,0,0
hgu133a2.db,0,0,0
isomiRs,0,0,0
miRBaseVersions.db,0,0,0
LowMACAAnnotation,0,0,0
diffHic,0,0,0
crandalf,0,0,0
ELBOW,0,0,0
DAVIDQuery,0,0,0
AmpAffyExample,0,0,0
rlogging,0,0,0
contiBAIT,0,0,0
SNAGEE,0,0,0
ChemmineOB,0,0,0
SNAGEE,0,0,0
iASeq,0,0,0
iPAC,0,0,0
contiBAIT,0,0,0
INPower,0,0,0
ChemmineOB,0,0,0
RTCGA.miRNASeq,0,0,0
SparkRext,0,0,0
vbmp,0,0,0
gcatest,0,0,0
pepStat,0,0,0
SparkRext,0,0,0
vbmp,0,0,0
MeSH.Aca.eg.db,0,0,0
RTCGA.miRNASeq,0,0,0
MCRestimate,0,0,0
newsflash,0,0,0
RnaSeqSampleSize,0,0,0
BaseSpaceR,0,0,0
TxDb,0,0,0
EasyqpcR,0,0,0
TxDb,0,0,0
goseq,0,0,0
HDTD,0,0,0
label,0,0,0
rcdimple,0,0,0
sfit,0,0,0
AnnotationHubServer.version0,0,0,0
DTA,0,0,0
EnrichedHeatmap,0,0,0
EnrichedHeatmap,0,0,0
rpanama,0,0,0
MafDb.ALL.wgs.phase1.release.v3.20101123,0,0,0
messina,0,0,0
none,0,0,0
pd.atdschip.tiling,0,0,0
SomaticCancerAlterations,0,0,0
USAboundariesData,0,0,0
COSNet,0,0,0
msmsEDA,0,0,0
COSNet,0,0,0
edgeR,0,0,0
msmsEDA,0,0,0
SomaticCancerAlterations,0,0,0
ggbash,0,0,0
GREA,0,0,0
HiCDataLymphoblast,0,0,0
USAboundariesData,0,0,0
pcaGoPromoter.Hs.hg19,0,0,0
piano,0,0,0
OLINgui,0,0,0
SamSPECTRAL,0,0,0
SNPlocs,0,0,0
humanCHRLOC,0,0,0
interactiveDisplay,0,0,0
marray,0,0,0
MonetDB,0,0,0
mzID,0,0,0
redshift,0,0,0
ChIPXpress,0,0,0
MonetDB,0,0,0
mzID,0,0,0
TSpadi,0,0,0
redshift,0,0,0
github,0,0,0
Homo.sapiens,0,0,0
licorice,0,0,0
org.MeSH.Atu.K84.db,0,0,0
RDRToolbox,0,0,0
RGSEA,0,0,0
affypdnn,0,0,0
ggfittext,0,0,0
hierGWAS,0,0,0
SIFT.Hsapiens.dbSNP132,0,0,0
staRank,0,0,0
synlet,0,0,0
pcaGoPromoter.Hs.hg19,0,0,0
scsR,0,0,0
ontoCAT,0,0,0
piano,0,0,0
pbcmc,0,0,0
safe,0,0,0
spoccutils,0,0,0
TSCAN,0,0,0
RTCA,0,0,0
targetscan.Mm.eg.db,0,0,0
rSFFreader,0,0,0
shinytest,0,0,0
a4Reporting,0,0,0
coMET,0,0,0
yeastRNASeq,0,0,0
randomForestCI,0,0,0
lumiHumanAll,0,0,0
pRoloc,0,0,0
sigPathway,0,0,0
sRAP,0,0,0
a4Reporting,0,0,0
ARRmData,0,0,0
OLINgui,0,0,0
ensemblVEP,0,0,0
DMRcaller,0,0,0
expectile,0,0,0
lumiHumanAll,0,0,0
sRAP,0,0,0
nethet,0,0,0
ARRmData,0,0,0
frma,0,0,0
Gviz,0,0,0
flowBeads,0,0,0
gatingMLData,0,0,0
COSNet,0,0,0
edgeR,0,0,0
coMET,0,0,0
CNVrd2,0,0,0
clstutils,0,0,0
chroGPS,0,0,0
splineTimeR,0,0,0
Biobase,0,0,0
trump,0,0,0
Gviz,0,0,0
h5vcData,0,0,0
IMPCdata,0,0,0
MafDb.ALL.wgs.phase1.release.v3.20101123,0,0,0
messina,0,0,0
none,0,0,0
ggbash,0,0,0
GREA,0,0,0
HiCDataLymphoblast,0,0,0
msmsEDA,0,0,0
chroGPS,0,0,0
chroGPS,0,0,0
dwtools,0,0,0
GenoGAM,0,0,0
DMRcaller,0,0,0
expectile,0,0,0
ganalytics,0,0,0
clippda,0,0,0
RbcBook1,0,0,0
SeqGSEA,0,0,0
SpikeIn,0,0,0
networkBMA,0,0,0
ontoCAT,0,0,0
clstutils,0,0,0
Cormotif,0,0,0
BgeeDB,0,0,0
HarmanData,0,0,0
gprege,0,0,0
Rcade,0,0,0
RLLVMCompile,0,0,0
safe,0,0,0
OTUbase,0,0,0
pepDat,0,0,0
flowMap,0,0,0
MergeMaid,0,0,0
RTCA,0,0,0
BEAT,0,0,0
targetscan.Mm.eg.db,0,0,0
PCHiCdata,0,0,0
RDAVIDWebService,0,0,0
geuvPack,0,0,0
RTCA,0,0,0
shinytest,0,0,0
lqs,0,0,0
miRNATarget,0,0,0
opencpu.server,0,0,0
pint,0,0,0
RNAseqData.HNRNPC.bam.chr14,0,0,0
rSFFreader,0,0,0
GenoGAM,0,0,0
HarmanData,0,0,0
ensemblVEP,0,0,0
cMap2data,0,0,0
a4Reporting,0,0,0
cv.ts,0,0,0
brassicaData,0,0,0
cancerdata,0,0,0
copynumber,0,0,0
arrayMvout,0,0,0
ANTsR,0,0,0
functionMap,0,0,0
oligo,0,0,0
rMAT,0,0,0
PREDA,0,0,0
rCharts,0,0,0
SNPchip,0,0,0
BioQC,0,0,0
EBcoexpress,0,0,0
tximport,0,0,0
COPDSexualDimorphism,0,0,0
GeneSelectMMD,0,0,0
GeneSelectMMD,0,0,0
rat2302,0,0,0
BSgenome.Rnorvegicus.UCSC.rn4,0,0,0
SPEM,0,0,0
ChIPseeker,0,0,0
factDesign,0,0,0
org.EcSakai.eg.db,0,0,0
pd.mapping50k.xba240,0,0,0
RGraphM,0,0,0
MSstats,0,0,0
MSstats,0,0,0
nifffty,0,0,0
mitoODEdata,0,0,0
AnnotationForge,0,0,0
Acinonyx,0,0,0
BiocStyle,0,0,0
beadarraySNP,0,0,0
DSTrading,0,0,0
cranvas,0,0,0
COSMIC.67,0,0,0
INSPEcT,0,0,0
immunoClust,0,0,0
lfa,0,0,0
gageData,0,0,0
iterativeBMAsurv,0,0,0
cancerdata,0,0,0
tigre,0,0,0
Risa,0,0,0
sleuth,0,0,0
specL,0,0,0
yeast2,0,0,0
Rdym,0,0,0
Rhipe,0,0,0
bfastSpatial,0,0,0
GLAD,0,0,0
MUGAExampleData,0,0,0
Rnlminb2,0,0,0
vaers,0,0,0
groHMM,0,0,0
highlite,0,0,0
highlite,0,0,0
lookup,0,0,0
here,0,0,0
cancerdata,0,0,0
copynumber,0,0,0
SNPchip,0,0,0
tximport,0,0,0
WES,0,0,0
SPEM,0,0,0
GenomicDataCommons,0,0,0
BiocStyle,0,0,0
beadarraySNP,0,0,0
AGDEX,0,0,0
intRo,0,0,0
rBiopaxParser,0,0,0
a4,0,0,0
Rkoans,0,0,0
s3mpi,0,0,0
spliceR,0,0,0
KEGGgraph,0,0,0
s3mpi,0,0,0
spliceR,0,0,0
randPack,0,0,0
TRONCO,0,0,0
rCrimemap,0,0,0
rfPred,0,0,0
SpacePAC,0,0,0
rsbml,0,0,0
intRo,0,0,0
KEGGgraph,0,0,0
Icens,0,0,0
clonotypeR,0,0,0
oligo,0,0,0
mygene,0,0,0
mitoODEdata,0,0,0
MSstats,0,0,0
nifffty,0,0,0
AnnotationForge,0,0,0
Acinonyx,0,0,0
qpgraph,0,0,0
NuPoP,0,0,0
PADOG,0,0,0
pforeach,0,0,0
RefPlus,0,0,0
cv.ts,0,0,0
bfastSpatial,0,0,0
org.TguttataTestingSubset.eg.db,0,0,0
Rdym,0,0,0
MUGAExampleData,0,0,0
lookup,0,0,0
rdat,0,0,0
transcriptR,0,0,0
lpsymphony,0,0,0
miRNAmeConverter,0,0,0
msd16s,0,0,0
PasillaTranscriptExpr,0,0,0
RNAither,0,0,0
cycle,0,0,0
GenomicDataCommons,0,0,0
GOexpress,0,0,0
lookup,0,0,0
RpsiXML,0,0,0
tidycensus,0,0,0
